,Case Number,Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Provoked
3360,1971.07.1.a,1970's,Unprovoked,USA,California,Hookah diving (submerged),Undefined,0.0,"Major injuries to head, buttocks & back",No,
3361,1971.06.3.a,1970's,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,Undefined,21.0,Leg & surfboard bitten,No,
3362,1971.06.0.a,1970's,Unprovoked,BRITISH ISLES,South Devon,Scuba diving,Undefined,32.0,"No injury, said to have been attacked by shark but drove it away with a lobster hook",No,
3363,1971.04.1.a,1970's,Unprovoked,KENYA,Coast Province,Swimming,Undefined,16.0,Right foot bitten,No,
3364,1971.04.1.a,1970's,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,Undefined,0.0,"FATAL, multiple bites ",Yes,
3365,1971.04.0.a,1970's,Unprovoked,MEXICO,Guerrero,Surfing,Undefined,19.0,"FATAL, left thigh bitten ",Yes,
3366,1971.04.05.b,1970's,Unprovoked,VENEZUELA,,Unknown,Undefined,14.0,"FATAL, body not recovered",Yes,
3367,1971.04.05.a,1970's,Unprovoked,VENEZUELA,,Unknown,Undefined,66.0,"FATAL, body not recovered",Yes,
3368,1971.04.0.a,1970's,Sea Disaster,MOZAMBIQUE,Between Beira & Maputo,Unknown,Unknown,0.0,"FATAL, it was  thought  the surviving crew  were taken by sharks",Yes,Unknown
3369,1971.03.3.a,1970's,Unprovoked,NEW ZEALAND,South Island,Surfing,Undefined,16.0,Lacerations to left leg ,No,
3370,1971.01.0.a,1970's,Unprovoked,AUSTRALIA,Tasmania,Swimming,Undefined,0.0,Torso lacerated,No,
3371,1971.00.00.c,1970's,Unprovoked,AUSTRALIA,South Australia,Surfing,Undefined,15.0,Severe lacerations to thigh,No,
3372,1971.00.00.b,1970's,Unprovoked,IRAN,Khuzestan Province,Unknown,Undefined,0.0,Survived,No,
3373,1971.00.00.a,1970's,Unprovoked,IRAN,Khuzestan Province,Unknown,Undefined,0.0,Survived,No,
3374,1970.12.1.a,1970's,Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing for prawns,Undefined,18.0,"FATAL, arm severed  ",Yes,
3375,1970.12.1.a,1970's,Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing for prawns,Undefined,0.0,"FATAL, decapitated and arm severed",Yes,
3376,1970.12.0.a,1970's,Unprovoked,MICRONESIA,Namonuito Atoll,Fishing,Undefined,0.0,Laceration to thigh,No,
3377,1970.12.0.a,1970's,Sea Disaster,USA,Hawaii,Unknown,Undefined,41.0,Right thigh lacerated,No,Unknown
3378,1970.11.0.a,1970's,Unprovoked,,,Unknown,Undefined,0.0,Extensive injuries,No,
3379,1970.10.2.a,1970's,Unprovoked,USA,Hawaii,Body surfing,Undefined,0.0,Shoulder & arm bitten,No,
3380,1970.10.0.a,1970's,Unprovoked,USA,Florida,Surfing,Undefined,0.0,Bitten on right leg above the ankle,No,
3381,1970.09.2.a,1970's,Unprovoked,MICRONESIA,Eastern Caroline Islands,Diving,Undefined,43.0,Lacerations & punctures to right arm & shoulder ,No,
3382,1970.09.1.a,1970's,Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Spearfishing,Undefined,20.0,"Another diver shot shark, shark bit his left foream  PROVOKED INCIDENT",No,Unknown
3383,1970.09.0.a,1970's,Unprovoked,USA,Florida,Floating on a raft,Undefined,18.0,Laceration to left foot,No,
3384,1970.09.0.a,1970's,Provoked,AUSTRALIA,New South Wales,Unknown,Undefined,20.0,PROVOKED INCIDENT,No,Unknown
3385,1970.09.00.c,1970's,Unprovoked,USA,South Carolina,Swimming,Undefined,0.0,Foot lacerated,No,
3386,1970.09.00.a,1970's,Unprovoked,USA,Florida,Scuba diving,Undefined,0.0,Calf / knee injured?,No,
3387,1970.08.0.a,1970's,Invalid,,Caribbean Sea,Sea Disaster Sinking of ferryboat Christina,Unknown,0.0,"Sharks scavenged on bodies, but no record of them injuring survivors ",Unknown,Unknown
3388,1970.07.0.a,1970's,Unprovoked,,,Unknown,Undefined,0.0,Finger or toe severed,No,
3389,1970.06.2.a,1970's,Provoked,USA,Florida,Fishing,Undefined,13.0,Bitten on calf by hooked shark PROVOKED INCIDENT,No,Unknown
3390,1970.06.1.a,1970's,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba Diving,Undefined,25.0,2 cm laceration on knee PROVOKED INCIDENT,No,Unknown
3391,1970.06.13.b,1970's,Unprovoked,GRENADA,St. Andrew Parish,Wading,Undefined,16.0,"FATAL, multiple injuries to both legs  ",Yes,
3392,1970.06.13.a,1970's,Unprovoked,GRENADA,St. Andrew Parish,Wading,Undefined,18.0,"FATAL, body not recovered",Yes,
3393,1970.06.0.a,1970's,Sea Disaster,PHILIPPINES,200 nm southeast of Manila,Unknown,Unknown,0.0,"2 people survived, 6 drowned & the others were killed by sharks",Yes,Unknown
3394,1970.04.0.a,1970's,Unprovoked,GRENADA,St. Andrew Parish,Swimming,Undefined,14.0,"FATAL, body not recovered",Yes,
3395,1970.04.00.b,1970's,Provoked,,,Freediving,Undefined,0.0,Arm abraded & lacerated. Recorded as PROVOKED INCIDENT,No,Unknown
3396,1970.04.00.a,1970's,Unprovoked,SOLOMON ISLANDS,,Swimming,Undefined,0.0,No details,Unknown,
3397,1970.03.3.a,1970's,Invalid,USA,Hawaii,Body surfing,Undefined,0.0,"Swept out to sea,  5.5 m [18'] shark seen in the vicinity, body not recovered. ",Unknown,Unknown
3398,1970.03.2.a,1970's,Unprovoked,USA,Florida,Wading,Undefined,19.0,Foot & calf lacerated,No,
3399,1970.02.0.a,1970's,Unprovoked,,,Wading,Undefined,8.0,Lacerations to lower leg,No,
3400,1970.01.23.d,1970's,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,Undefined,14.0,"Hands severed, forearm severely lacerated",No,
3401,1970.01.23.c,1970's,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,Undefined,16.0,Leg severed at knee,No,
3402,1970.01.23.b,1970's,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,Undefined,12.0,"Arm severed, thigh bitten",No,
3403,1970.01.23.a,1970's,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,Undefined,10.0,Leg severed at knee,No,
3404,1970.01.1.a,1970's,Sea Disaster,EGYPT,Red Sea,Unknown,Undefined,0.0,FATAL,Yes,Unknown
3405,1970.01.1.a,1970's,Unprovoked,MEXICO,Guerrero,Swimming,Undefined,22.0,Leg bitten,No,
3406,1970.01.0.a,1970's,Unprovoked,ENGLAND,Devon,Unknown,Undefined,0.0,Leg bitten,No,
3407,1970.01.0.a,1970's,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Freediving,Undefined,15.0,Lacerations to back,No,
3408,1970.00.00.h,1970's,Unprovoked,SRI LANKA,Western Province,Spearfishing / freediving,Undefined,0.0,Swim fins badly torn by the shark's teeth,No,
3409,1970.00.00.g,1970's,Unprovoked,SPAIN,Canary Islands,Spearfishing,Undefined,0.0,Minor injury,No,
3410,1970.00.00.f,1970's,Boat,ITALY,Sardinia,Fishing on a boat,Undefined,0.0,No injury,No,Unknown
3411,1970.00.00.e,1970's,Unprovoked,CROATIA,Zadar County,Spearfishing,Undefined,0.0,No details,Unknown,
3412,1970.00.00.d,1970's,Unprovoked,IRAQ,Basrah,Washing cooking pans,Undefined,28.0,Left hand severed,No,
3413,1970.00.00.c,1970's,Unprovoked,IRAQ,Basrah,Washing clothes on stairs,Undefined,25.0,Left foot severed,No,
3414,1970.00.00.b,1970's,Unprovoked,IRAQ,Basrah,Swimming,Undefined,35.0,"FATAL, left leg severed",Yes,
3415,1970.00.00.a,1970's,Unprovoked,IRAQ,Basrah,"Fishing, trying to catch the end of his fishing line",Undefined,35.0,Left hand bitten,No,
3416,1969.11.3.a,1960's,Unprovoked,AUSTRALIA,Western Australia,Swimming,Undefined,15.0,Left thigh lacerated,No,
3417,1969.11.1.a,1960's,Unprovoked,USA,Hawaii,Scuba diving for lobsters,Undefined,0.0,"Abrasions on upper leg, laceration on ankle, scuba tank bitten",No,
3418,1969.11.0.a,1960's,Provoked,AUSTRALIA,New South Wales,Unknown,Undefined,27.0,PROVOKED INCIDENT,No,Unknown
3419,1969.10.1.a,1960's,Unprovoked,USA,Hawaii,Diving,Undefined,0.0,No injury,No,
3420,1969.09.0.a,1960's,Unprovoked,USA,California,Free diving for abalone,Undefined,53.0,Leg & ankle severely bitten,No,
3421,1969.08.2.a,1960's,Unprovoked,USA,Florida,Floating on his back,Undefined,0.0,Laceration to right leg,No,
3422,1969.08.2.a,1960's,Provoked,USA,Massachusetts,Fishing,Undefined,28.0,Leg bitten by netted shark PROVOKED INCIDENT,No,Unknown
3423,1969.08.0.a,1960's,Unprovoked,USA,Florida,Surfing,Undefined,15.0,Lacerations to lower leg,No,
3424,1969.08.0.a,1960's,Unprovoked,USA,Florida,Body surfing,Undefined,13.0,Lacerations to right lower leg & left arm and hand,No,
3425,1969.08.0.a,1960's,Unprovoked,,,Unknown,Undefined,25.0,Am lacerated,No,
3426,1969.07.2.a,1960's,Provoked,ENGLAND,,Unknown,Undefined,0.0,Arm lacerated. Recorded as PROVOKED INCIDENT,No,Unknown
3427,1969.07.2.a,1960's,Provoked,USA,Florida,Unknown,Undefined,13.0,Scrape on head. Recorded as PROVOKED INCIDENT,No,Unknown
3428,1969.07.2.a,1960's,Unprovoked,USA,California,Freediving for abalone (at surface),Undefined,0.0,"Foot bitten, minor injury",No,
3429,1969.06.2.a,1960's,Unprovoked,USA,Florida,Wading,Undefined,22.0,No details,Unknown,
3430,1969.06.1.a,1960's,Unprovoked,JAMAICA,Clarendon,Diving,Undefined,27.0,Multiple lacerations,No,
3431,1969.06.0.a,1960's,Unprovoked,USA,Florida,Wading,Undefined,8.0,No injury,No,
3432,1969.05.2.a,1960's,Provoked,USA,Texas,Surf-fishing,Undefined,0.0,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,No,Unknown
3433,1969.05.2.a,1960's,Provoked,USA,Florida,Diving,Undefined,23.0,Laceration to buttocks Recorded as PROVOKED INCIDENT,No,Unknown
3434,1969.05.2.a,1960's,Unprovoked,DOMINICAN REPUBLIC,,Surfing,Undefined,18.0,,Unknown,
3435,1969.05.1.a,1960's,Unprovoked,AUSTRALIA,Queensland,Unknown,Unknown,0.0,Survived,No,
3436,1969.04.2.a,1960's,Invalid,AUSTRALIA,New South Wales,Netting pilchards,Undefined,0.0,No injury,Unknown,Unknown
3437,1969.04.1.a,1960's,Provoked,USA,Florida,Fishing,Undefined,0.0,Laceration to foot from dead shark PROVOKED INCIDENT,No,Unknown
3438,1969.03.2.a,1960's,Provoked,AUSTRALIA,New South Wales,Unknown,Undefined,65.0,Foot lacerated. Recorded as PROVOKED INCIDENT,No,Unknown
3439,1969.03.0.a,1960's,Unprovoked,USA,Hawaii,Surfing,Undefined,16.0,Leg & surfboard bitten,No,
3440,1969.02.1.a,1960's,Provoked,AUSTRALIA,Tasmania,Fishing,Undefined,49.0,Lacerations to hand from hooked shark PROVOKED INCIDENT,No,Unknown
3441,1969.02.0.a,1960's,Invalid,AUSTRALIA,Queensland,Hard hat diving,Undefined,52.0,No details,Unknown,Unknown
3442,1969.01.2.a,1960's,Unprovoked,AUSTRALIA,New South Wales,Freediving,Undefined,21.0,Abrasions and lacerations to lower right leg,No,
3443,1969.01.0.a,1960's,Unprovoked,AUSTRALIA,Victoria,Unknown,Undefined,0.0,Minor injury ,No,
3444,1969.00.0.a,1960's,Provoked,BAHAMAS,Eleuthera,Sight-seeing,Unknown,0.0,"No injury to occupants, shark grabbed prop, Leodorn hit shark with oar, shark bit oar in half PROVOKED INCIDENT",No,Unknown
3445,1968.12.2.a,1960's,Invalid,SOUTH AFRICA,KwaZulu-Natal,Freediving,Undefined,0.0,No injury,Unknown,Unknown
3446,1968.12.2.a,1960's,Provoked,AUSTRALIA,New South Wales,Feeding mullet to sharks,Undefined,27.0,Laceration to finger by a captive shark PROVOKED INCIDENT,No,Unknown
3447,1968.12.2.a,1960's,Unprovoked,NEW ZEALAND,South Island,Surfing,Undefined,17.0,"Hit in face by shark, arm abraded, surfboard bitten",No,
3448,1968.12.0.a,1960's,Unprovoked,AUSTRALIA,South Australia,Unknown,Undefined,0.0,Survived,No,
3449,1968.12.0.a,1960's,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,Undefined,28.0,"No injury, left elbow & torso bumped by sharks",No,
3450,1968.12.0.a,1960's,Invalid,SOUTH AFRICA,KwaZulu-Natal,Unknown,Undefined,30.0,No injury,Unknown,Unknown
3451,1968.11.0.a,1960's,Boat,SOUTH AFRICA,KwaZulu-Natal,Fishing,Undefined,22.0,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",No,Unknown
3452,1968.11.0.a,1960's,Sea Disaster,PAPUA NEW GUINEA,Madang Province,Wreck of the Storm King,Unknown,0.0,Remains recovered days later from shark,Unknown,Unknown
3453,1968.11.0.a,1960's,Provoked,AUSTRALIA,Western Australia,Unknown,Undefined,16.0,Abrasion on shoulder Recorded as PROVOKED INCIDENT,No,Unknown
3454,1968.10.2.a,1960's,Provoked,BAHAMAS,,Unknown,Undefined,0.0,Calf injured Recorded as PROVOKED INCIDENT,No,Unknown
3455,1968.10.1.a,1960's,Unprovoked,USA,Florida,Spearfishing using Scuba,Undefined,0.0,Swim fin bitten,No,
3456,1968.10.1.a,1960's,Sea Disaster,PHILIPPINES,Moro Gulf,Sinking of the ferryboat Dumaguete ,Unknown,0.0,Survived,No,Unknown
3457,1968.09.2.a,1960's,Invalid,USA,Florida,Surfing,Unknown,0.0,,Unknown,Unknown
3458,1968.09.1.a,1960's,Unprovoked,NEW ZEALAND,South Island,Spearfishing,Undefined,24.0,"FATAL, left leg bitten, femoral artery severed  ",Yes,
3459,1968.08.2.a,1960's,Unprovoked,USA,Florida,Playing with a frisbee in the shallows,Unknown,0.0,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",No,
3460,1968.08.2.a,1960's,Unprovoked,USA,Florida,Standing,Undefined,15.0,Leg & arm bitten,No,
3461,1968.08.1.a,1960's,Unprovoked,FRENCH POLYNESIA,Society Islands,Swimming,Undefined,12.0,Finger severed,No,
3462,1968.08.1.a,1960's,Unprovoked,MALAYSIA,Johor,Leaving the water,Unknown,41.0,Hand lacerated,No,
3463,1968.08.0.a,1960's,Unprovoked,COLUMBIA,Magdalena Department,Dynamite fishing,Undefined,18.0,Lacerations to head,No,
3464,1968.07.2.a,1960's,Unprovoked,USA,California,Free diving,Undefined,25.0,Major injury to torso,No,
3465,1968.07.2.a,1960's,Unprovoked,USA,Florida,Wading,Undefined,33.0,Abrasions on lower leg,No,
3466,1968.07.1.a,1960's,Unprovoked,USA,South Carolina,Spearfishing using Scuba,Undefined,33.0,Swimfin & knee bitten,No,
3467,1968.07.1.a,1960's,Unprovoked,BAHAMAS,Great Exuma Island,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,Undefined,0.0,"FATAL, taken by shark  ",Yes,
3468,1968.07.0.a,1960's,Invalid,MEXICO,Baja California,Unknown,Undefined,43.0,No injury,Unknown,Unknown
3469,1968.06.2.a,1960's,Unprovoked,BAHAMAS,Eleuthera,Spearfishing,Undefined,17.0,"Bumped shoulder, bit head",No,
3470,1968.06.0.a,1960's,Unprovoked,USA,Florida,Clamming,Undefined,17.0,Lacerations to lower right leg & andkle,No,
3471,1968.06.0.a,1960's,Unprovoked,ENGLAND,,Unknown,Undefined,0.0,Arm severely lacerated,No,
3472,1968.05.1.a,1960's,Invalid,TANZANIA,Mafia Island,Schooner sank during a storm,Unknown,0.0,"6 people rescued, 3 shark-scavenged bodies recovered, 14 people lost ",Unknown,Unknown
3473,1968.05.0.a,1960's,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Standing,Undefined,17.0,Lower leg severely lacerated,No,
3474,1968.04.2.a,1960's,Invalid,USA,Florida,Wading,Undefined,63.0,Foot severely injured,Unknown,Unknown
3475,1968.04.2.a,1960's,Unprovoked,USA,Florida,Unknown,Undefined,10.0,"Buttock, both legs & arm bitten",No,
3476,1968.04.1.a,1960's,Unprovoked,AUSTRALIA,New South Wales,"Diving. Shark �swallowed� his hand, so he threw his other around the shark and went �shark-back riding� for 30 yards until the shark opened its jaws",Undefined,21.0,Hand lacerated,No,
3477,1968.04.1.a,1960's,Unprovoked,PAPUA NEW GUINEA,Gulf Province,Swimming,Undefined,7.0,FATAL Laceration to chest,Yes,
3478,1968.04.0.a,1960's,Provoked,AUSTRALIA,New South Wales,Unknown,Undefined,47.0,Foot lacerated Recorded as PROVOKED INCIDENT,No,Unknown
3479,1968.03.2.a,1960's,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading & pushing dinghy toward  the shallows,Undefined,35.0,Left thigh lacerated,No,
3480,1968.03.1.a,1960's,Unprovoked,USA,Florida,Surfing,Undefined,20.0,Foot lacerated,No,
3481,1968.03.0.a,1960's,Invalid,USA,Florida,Treading water,Undefined,28.0,No injury,Unknown,Unknown
3482,1968.02.2.a,1960's,Unprovoked,USA,Florida,Surfing,Undefined,17.0,Foot lacerated,No,
3483,1968.02.2.a,1960's,Unprovoked,AUSTRALIA,Western Australia,Swimming,Undefined,14.0,Thigh lacerated,No,
3484,1968.02.1.a,1960's,Provoked,NEW ZEALAND,North Island,Picking up shark by the tail,Undefined,0.0,Wrist bitten PROVOKED INCIDENT,No,Unknown
3485,1968.02.0.a,1960's,Unprovoked,AUSTRALIA,South Australia,Spearfishing,Undefined,26.0,"No injury, speargun bitten",No,
3486,1968.02.0.a,1960's,Unprovoked,AUSTRALIA,New South Wales,Unknown,Unknown,0.0,Survived,No,
3487,1968.02.0.a,1960's,Unprovoked,MOZAMBIQUE,,Diving,Unknown,24.0,No injury,No,
3488,1968.01.1.a,1960's,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Swimming,Unknown,13.0,FATAL,Yes,
3489,1968.00.00.c,1960's,Unprovoked,COSTA RICA,Lim�n Province,Swimming after his canoe capsized,Undefined,0.0,FATAL,Yes,
3490,1968.00.00.b,1960's,Invalid,USA,Florida,Diving,Unknown,0.0,"Recovered, said to involve a 1m nurse shark",Unknown,Unknown
3491,1968.00.00.a,1960's,Invalid,USA,Florida,Surfing,Unknown,0.0,,Unknown,Unknown
3492,1967.12.3.a,1960's,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,Undefined,22.0,Right ankle & foot bitten,No,
3493,1967.12.2.a,1960's,Invalid,PAPUA NEW GUINEA,Central Province,Spearfishing,Undefined,32.0,No injury,Unknown,Unknown
3494,1967.12.1.a,1960's,Unprovoked,FIJI,,Unknown,Undefined,27.0,Arm lacerated,No,
3495,1967.12.1.a,1960's,Unprovoked,AUSTRALIA,Victoria,Swimming,Undefined,59.0,"FATAL, presumed taken by a shark, body not recovered",Yes,
3496,1967.12.1.a,1960's,Provoked,USA,,Unknown,Undefined,0.0,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",No,Unknown
3497,1967.11.30.b,1960's,Provoked,AUSTRALIA,New South Wales,Freediving,Undefined,15.0,Recorded as PROVOKED INCIDENT,No,Unknown
3498,1967.11.30.a,1960's,Unprovoked,AUSTRALIA,Queensland,Unknown,Undefined,18.0,Arm lacerated,No,
3499,1967.11.1.a,1960's,Provoked,FIJI,,Freediving,Undefined,21.0,Hand lacerated by speared shark PROVOKED INCIDENT,No,Unknown
3500,1967.11.0.a,1960's,Sea Disaster,PHILIPPINES,Rombion Province,Sinking of the M/V Mindoro during a typhoon,Unknown,0.0,Passengers taken by sharks,Yes,Unknown
3501,1967.11.0.a,1960's,Invalid,SOUTH AFRICA,KwaZulu-Natal,Unknown,Undefined,0.0,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger shark�s gut ",Unknown,Unknown
3502,1967.10.2.a,1960's,Unprovoked,MEXICO,Veracruz,Swimming,Unknown,0.0,FATAL,Yes,
3503,1967.10.1.a,1960's,Unprovoked,USA,Florida,Standing on sandbar,Undefined,19.0,Left foot bitten,No,
3504,1967.10.0.a,1960's,Unprovoked,TONGA,,Swimming,Undefined,17.0,Arm & leg bitten,No,
3505,1967.09.2.a,1960's,Invalid,USA,Hawaii,Unknown,Undefined,0.0,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,Unknown,Unknown
3506,1967.09.1.a,1960's,Provoked,ITALY,Brindisi Province,Scuba diving,Undefined,21.0,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",Unknown,Unknown
3507,1967.09.07.b,1960's,Provoked,PAPUA NEW GUINEA,New Ireland Province,Diving,Unknown,0.0,"No details, listed as PROVOKED INCIDENT",Unknown,Unknown
3508,1967.09.07.a,1960's,Unprovoked,USA,Florida,Spearfishing,Unknown,0.0,Survived,No,
3509,1967.09.0.a,1960's,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Spearfishing,Undefined,0.0,FATAL,Yes,
3510,1967.09.0.a,1960's,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Spearfishing,Undefined,23.0,FATAL,Yes,
3511,1967.08.2.a,1960's,Provoked,USA,California,Pulling shark from the water,Undefined,24.0,Nipped on shoulder by captive shark PROVOKED INCIDENT,No,Unknown
3512,1967.08.2.a,1960's,Unprovoked,JAPAN,Kagawa Prefecture,Unknown,Undefined,19.0,FATAL,Yes,
3513,1967.08.2.a,1960's,Unprovoked,ITALY,Liguria,Spearfishing on Scuba,Undefined,0.0,Minor injuries to face & forearm,No,
3514,1967.08.1.a,1960's,Unprovoked,AUSTRALIA,Western Australia,"Spearfishing, dived to pick up a float line",Undefined,23.0,"FATAL, ""bitten in two""",Yes,
3515,1967.08.1.a,1960's,Unprovoked,BERMUDA,Hamilton,Floating,Undefined,19.0,Right foot abraded & lacerated,No,
3516,1967.08.1.a,1960's,Unprovoked,COLUMBIA,,Unknown,Undefined,0.0,3 fingers were bitten by a shark,No,
3517,1967.08.1.a,1960's,Invalid,AUSTRALIA,New South Wales,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),Undefined,0.0,"Disappeared, no trace of men or equipment, shark attack considered",Unknown,Unknown
3518,1967.08.0.a,1960's,Unprovoked,USA,Florida,Spearfishing,Undefined,15.0,Shark grasped thigh,No,
3519,1967.08.00.b,1960's,Unprovoked,BAHAMAS,Out Islands,Photographing sharks underwater using Scuba,Undefined,41.0,"No injury, shark struck camera",No,
3520,1967.08.00.a,1960's,Unprovoked,SENEGAL,Cap Vert Peninsula,Beach seine netting,Undefined,0.0,Ankle bitten,No,
3521,1967.07.2.a,1960's,Unprovoked,USA,Florida,Snorkeling,Undefined,20.0,Foot lacerated,No,
3522,1967.07.0.a,1960's,Unprovoked,TURKEY,Mugla Province,Spearfishing,Undefined,36.0,FATAL,Yes,
3523,1967.07.0.a,1960's,Invalid,USA,South Carolina,Surfing,Undefined,18.0,Incident not confirmed,Unknown,Unknown
3524,1967.06.1.a,1960's,Provoked,USA,Florida,Spearfishing,Undefined,26.0,"After shark was speared & hit on head, it bit the diver�s foot  PROVOKED INCIDENT",No,Unknown
3525,1967.06.0.a,1960's,Provoked,ITALY,Sicily,Fishing boat,Undefined,0.0,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",No,Unknown
3526,1967.05.1.a,1960's,Provoked,AUSTRALIA,South Australia,Unknown,Undefined,30.0,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,No,Unknown
3527,1967.05.0.a,1960's,Provoked,AUSTRALIA,,Feeding a shark,Undefined,22.0,Recorded as PROVOKED INCIDENT,No,Unknown
3528,1967.04.0.a,1960's,Provoked,UNITED KINGDOM,Gibraltar,Fishing,Undefined,60.0,Tooth knocked out by hooked shark PROVOKED INCIDENT,No,Unknown
3529,1967.03.2.a,1960's,Provoked,NEW ZEALAND,North Island,Freediving,Undefined,21.0,Abrasions to lower leg Recorded as PROVOKED INCIDENT,No,Unknown
3530,1967.03.1.a,1960's,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,Undefined,32.0,"Punctures in right buttock & thigh, abrasion on right forearm",No,
3531,1967.03.1.a,1960's,Provoked,AUSTRALIA,Victoria,Spearfishing,Undefined,36.0,Speared shark lacerated his arm PROVOKED INCIDENT,No,Unknown
3532,1967.03.1.a,1960's,Invalid,AUSTRALIA,New South Wales,Unknown,Unknown,0.0,"Fatal or scavenging by ""a pack of sharks""",Unknown,Unknown
3533,1967.03.0.a,1960's,Unprovoked,NEW ZEALAND,South Island,Lifesaving drill,Undefined,21.0,"FATAL, seen taken by a shark ",Yes,
3534,1967.03.0.a,1960's,Unprovoked,PAPUA NEW GUINEA,New Britain,Unknown,Undefined,14.0,Leg bitten,No,
3535,1967.02.0.a,1960's,Sea Disaster,MEXICO,Veracruz,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,Undefined,0.0,FATAL,Yes,Unknown
3536,1967.01.2.a,1960's,Boat,SOUTH AFRICA,Western Cape Province,Fishing for rock lobster,Unknown,0.0,"Holed & sank boat, 1 man flung into water but ignored by the shark",No,Unknown
